"Regiao - Sigla","Estado - Sigla","Municipio","Revenda","CNPJ da Revenda","Nome da Rua","Numero Rua","Complemento","Bairro","Cep","Produto","Data da Coleta","Valor de Venda","Valor de Compra","Unidade de Medida","Bandeira","Coluna1"
"NE","CE","FORTALEZA","M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA"," 04.934.167/0002-61","RUA VITAL BRASIL","1790","","GRANJA PORTUGAL","60541-490","ETANOL","6/9/2022","6.3","","R$ / litro","SP",""
"NE","CE","FORTALEZA","BOM SUCESSO COMERCIAL DE COMBUSTÍVEIS LTDA."," 09.498.427/0001-36","RUA EMILIO DE MENESES","623","","BOM SUCESSO","60541-420","GASOLINA","6/9/2022","7.19","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","BOM SUCESSO COMERCIAL DE COMBUSTÍVEIS LTDA."," 09.498.427/0001-36","RUA EMILIO DE MENESES","623","","BOM SUCESSO","60541-420","DIESEL S10","6/9/2022","7.19","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","BOM SUCESSO COMERCIAL DE COMBUSTÍVEIS LTDA."," 09.498.427/0001-36","RUA EMILIO DE MENESES","623","","BOM SUCESSO","60541-420","GASOLINA ADITIVADA","6/9/2022","7.4","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","BOM SUCESSO COMERCIAL DE COMBUSTÍVEIS LTDA."," 09.498.427/0001-36","RUA EMILIO DE MENESES","623","","BOM SUCESSO","60541-420","ETANOL","6/9/2022","5.97","","R$ / litro","RAIZEN",""
"NE","CE","IGUATU","AUTO POSTO ICAVEL LTDA"," 05.024.942/0002-04","RUA DEOCLECIO LIMA VERDE","37","","AREIAS","63500-000","GASOLINA","6/9/2022","7.49","","R$ / litro","IPIRANGA",""
"NE","CE","IGUATU","AUTO POSTO ICAVEL LTDA"," 05.024.942/0002-04","RUA DEOCLECIO LIMA VERDE","37","","AREIAS","63500-000","DIESEL S10","6/9/2022","7.18","","R$ / litro","IPIRANGA",""
"NE","CE","IGUATU","AUTO POSTO ICAVEL LTDA"," 05.024.942/0002-04","RUA DEOCLECIO LIMA VERDE","37","","AREIAS","63500-000","GASOLINA ADITIVADA","6/9/2022","7.55","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0003-61","RUA EMILIO DE MENEZES","1190","","BOM SUCESSO","60541-420","GASOLINA","6/9/2022","7.15","","R$ / litro","SP",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0003-61","RUA EMILIO DE MENEZES","1190","","BOM SUCESSO","60541-420","DIESEL S10","6/9/2022","7","","R$ / litro","SP",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0003-61","RUA EMILIO DE MENEZES","1190","","BOM SUCESSO","60541-420","ETANOL","6/9/2022","5.89","","R$ / litro","SP",""
"NE","CE","CRATO","MSB COMERCIO DE COMBUSTIVEIS LTDA."," 13.173.181/0001-08","AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO","719","","PINTO MADEIRA","63101-095","GASOLINA","6/9/2022","7.69","","R$ / litro","BRANCA",""
"NE","CE","CRATO","MSB COMERCIO DE COMBUSTIVEIS LTDA."," 13.173.181/0001-08","AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO","719","","PINTO MADEIRA","63101-095","DIESEL S10","6/9/2022","7.69","","R$ / litro","BRANCA",""
"NE","CE","CRATO","MSB COMERCIO DE COMBUSTIVEIS LTDA."," 13.173.181/0001-08","AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO","719","","PINTO MADEIRA","63101-095","GASOLINA ADITIVADA","6/9/2022","7.69","","R$ / litro","BRANCA",""
"NE","CE","CRATO","MSB COMERCIO DE COMBUSTIVEIS LTDA."," 13.173.181/0001-08","AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO","719","","PINTO MADEIRA","63101-095","ETANOL","6/9/2022","6.29","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA"," 11.294.662/0001-38","RUA OSCAR ARARIPE","3735","","GRANJA LISBOA","60540-442","GASOLINA","6/9/2022","7.29","","R$ / litro","SP",""
"NE","CE","FORTALEZA","POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA"," 11.294.662/0001-38","RUA OSCAR ARARIPE","3735","","GRANJA LISBOA","60540-442","DIESEL S10","6/9/2022","7.25","","R$ / litro","SP",""
"NE","CE","FORTALEZA","POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA"," 11.294.662/0001-38","RUA OSCAR ARARIPE","3735","","GRANJA LISBOA","60540-442","GASOLINA ADITIVADA","6/9/2022","7.29","","R$ / litro","SP",""
"NE","CE","FORTALEZA","POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA"," 11.294.662/0001-38","RUA OSCAR ARARIPE","3735","","GRANJA LISBOA","60540-442","ETANOL","6/9/2022","5.99","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0001-10","RUA DR JOSE HOLANDA MONTENEGRO","21","","CENTRO","63500-000","GASOLINA","6/9/2022","7.65","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0001-10","RUA DR JOSE HOLANDA MONTENEGRO","21","","CENTRO","63500-000","DIESEL S10","6/9/2022","7.64","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0001-10","RUA DR JOSE HOLANDA MONTENEGRO","21","","CENTRO","63500-000","DIESEL","6/9/2022","7.59","","R$ / litro","SP",""
"NE","CE","CRATO","POSTO DE COMBUSTIVEIS E LUBRIFICANTES GALEAO LTDA"," 06.993.519/0001-02","AVENIDA JPB DE MENEZES","575","","SITIO RECREIO","63100-970","GASOLINA","6/9/2022","7.69","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","POSTO DE COMBUSTIVEIS E LUBRIFICANTES GALEAO LTDA"," 06.993.519/0001-02","AVENIDA JPB DE MENEZES","575","","SITIO RECREIO","63100-970","DIESEL S10","6/9/2022","7.66","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","POSTO DE COMBUSTIVEIS E LUBRIFICANTES GALEAO LTDA"," 06.993.519/0001-02","AVENIDA JPB DE MENEZES","575","","SITIO RECREIO","63100-970","GASOLINA ADITIVADA","6/9/2022","7.76","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","POSTO DE COMBUSTIVEIS E LUBRIFICANTES GALEAO LTDA"," 06.993.519/0001-02","AVENIDA JPB DE MENEZES","575","","SITIO RECREIO","63100-970","ETANOL","6/9/2022","6.49","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","PETROX COMERCIO DE COMBUSTIVEIS LTDA"," 15.503.343/0001-46","AVENIDA PADRE CICERO","1197","","SAO MIGUEL","63122-445","GASOLINA","6/9/2022","7.66","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PETROX COMERCIO DE COMBUSTIVEIS LTDA"," 15.503.343/0001-46","AVENIDA PADRE CICERO","1197","","SAO MIGUEL","63122-445","DIESEL S10","6/9/2022","7.55","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PETROX COMERCIO DE COMBUSTIVEIS LTDA"," 15.503.343/0001-46","AVENIDA PADRE CICERO","1197","","SAO MIGUEL","63122-445","DIESEL","6/9/2022","7.49","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PETROX COMERCIO DE COMBUSTIVEIS LTDA"," 15.503.343/0001-46","AVENIDA PADRE CICERO","1197","","SAO MIGUEL","63122-445","GASOLINA ADITIVADA","6/9/2022","7.68","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PETROX COMERCIO DE COMBUSTIVEIS LTDA"," 15.503.343/0001-46","AVENIDA PADRE CICERO","1197","","SAO MIGUEL","63122-445","ETANOL","6/9/2022","6.19","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","M MADALENA COMERCIO VAREJISTA E DERIVADOS DE PETROLEO LTDA"," 16.864.354/0001-14","RUA CONEGO DE CASTRO","4670","","PARQUE SANTA ROSA","60763-003","GASOLINA","6/9/2022","7.29","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","M MADALENA COMERCIO VAREJISTA E DERIVADOS DE PETROLEO LTDA"," 16.864.354/0001-14","RUA CONEGO DE CASTRO","4670","","PARQUE SANTA ROSA","60763-003","DIESEL S10","6/9/2022","7.19","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","M MADALENA COMERCIO VAREJISTA E DERIVADOS DE PETROLEO LTDA"," 16.864.354/0001-14","RUA CONEGO DE CASTRO","4670","","PARQUE SANTA ROSA","60763-003","GASOLINA ADITIVADA","6/9/2022","7.39","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","M MADALENA COMERCIO VAREJISTA E DERIVADOS DE PETROLEO LTDA"," 16.864.354/0001-14","RUA CONEGO DE CASTRO","4670","","PARQUE SANTA ROSA","60763-003","ETANOL","6/9/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","CRATO","F. P. P. COMERCIO DE COMBUSTIVEIS LTDA."," 16.621.346/0001-47","AVENIDA PADRE CICERO","3143","","MURITI","63132-015","GASOLINA","6/9/2022","7.69","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","F. P. P. COMERCIO DE COMBUSTIVEIS LTDA."," 16.621.346/0001-47","AVENIDA PADRE CICERO","3143","","MURITI","63132-015","DIESEL S10","6/9/2022","7.69","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","F. P. P. COMERCIO DE COMBUSTIVEIS LTDA."," 16.621.346/0001-47","AVENIDA PADRE CICERO","3143","","MURITI","63132-015","GASOLINA ADITIVADA","6/9/2022","7.79","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","F. P. P. COMERCIO DE COMBUSTIVEIS LTDA."," 16.621.346/0001-47","AVENIDA PADRE CICERO","3143","","MURITI","63132-015","ETANOL","6/9/2022","6.79","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VM FERNANDES COMÉRCIO DE COMBUSTÍVEIS LTDA"," 02.756.334/0005-49","RUA VITAL BRASIL","1142","","BONSUCESSO","60541-705","GASOLINA","6/9/2022","7.17","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VM FERNANDES COMÉRCIO DE COMBUSTÍVEIS LTDA"," 02.756.334/0005-49","RUA VITAL BRASIL","1142","","BONSUCESSO","60541-705","DIESEL S10","6/9/2022","7","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VM FERNANDES COMÉRCIO DE COMBUSTÍVEIS LTDA"," 02.756.334/0005-49","RUA VITAL BRASIL","1142","","BONSUCESSO","60541-705","ETANOL","6/9/2022","5.95","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","J.B.  COMERCIO DE COMBUSTIVEIS E TRANSPORTE LTDA"," 21.786.390/0001-47","AVENIDA AUGUSTO DOS ANJOS","472","","PARANGABA","60720-605","GASOLINA","6/9/2022","7.39","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","J.B.  COMERCIO DE COMBUSTIVEIS E TRANSPORTE LTDA"," 21.786.390/0001-47","AVENIDA AUGUSTO DOS ANJOS","472","","PARANGABA","60720-605","DIESEL S10","6/9/2022","7.39","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","J.B.  COMERCIO DE COMBUSTIVEIS E TRANSPORTE LTDA"," 21.786.390/0001-47","AVENIDA AUGUSTO DOS ANJOS","472","","PARANGABA","60720-605","GASOLINA ADITIVADA","6/9/2022","7.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","J.B.  COMERCIO DE COMBUSTIVEIS E TRANSPORTE LTDA"," 21.786.390/0001-47","AVENIDA AUGUSTO DOS ANJOS","472","","PARANGABA","60720-605","ETANOL","6/9/2022","6.39","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","P. A. DE CARVALHO - EPP"," 17.280.428/0001-38","RUA URUCUTUBA","1710","","SIQUEIRA","60544-311","GASOLINA","6/9/2022","7.19","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","P. A. DE CARVALHO - EPP"," 17.280.428/0001-38","RUA URUCUTUBA","1710","","SIQUEIRA","60544-311","DIESEL S10","6/9/2022","7.19","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","P. A. DE CARVALHO - EPP"," 17.280.428/0001-38","RUA URUCUTUBA","1710","","SIQUEIRA","60544-311","GASOLINA ADITIVADA","6/9/2022","7.29","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","P. A. DE CARVALHO - EPP"," 17.280.428/0001-38","RUA URUCUTUBA","1710","","SIQUEIRA","60544-311","ETANOL","6/9/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0004-42","AVENIDA OSCAR ARARIPE","1448","C","BOM JARDIM","60540-440","GASOLINA","6/9/2022","7.19","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0004-42","AVENIDA OSCAR ARARIPE","1448","C","BOM JARDIM","60540-440","DIESEL S10","6/9/2022","6.98","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0004-42","AVENIDA OSCAR ARARIPE","1448","C","BOM JARDIM","60540-440","GASOLINA ADITIVADA","6/9/2022","7.29","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0004-42","AVENIDA OSCAR ARARIPE","1448","C","BOM JARDIM","60540-440","ETANOL","6/9/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0002-00","RUA DOUTOR JOAO PESSOA","832","","CENTRO","63500-023","GASOLINA","6/9/2022","7.59","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0002-00","RUA DOUTOR JOAO PESSOA","832","","CENTRO","63500-023","DIESEL S10","6/9/2022","7.39","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0002-00","RUA DOUTOR JOAO PESSOA","832","","CENTRO","63500-023","DIESEL","6/9/2022","7.29","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0002-00","RUA DOUTOR JOAO PESSOA","832","","CENTRO","63500-023","GASOLINA ADITIVADA","6/9/2022","7.59","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0002-00","RUA DOUTOR JOAO PESSOA","832","","CENTRO","63500-023","ETANOL","6/9/2022","5.59","","R$ / litro","SP",""
"NE","CE","IGUATU","I G BEZERRA SOUSA COMBUSTIVEIS LTDA"," 03.929.849/0002-13","RUA TREZE DE MAIO","378","","CENTRO","63500-144","GASOLINA","6/9/2022","7.55","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","I G BEZERRA SOUSA COMBUSTIVEIS LTDA"," 03.929.849/0002-13","RUA TREZE DE MAIO","378","","CENTRO","63500-144","DIESEL S10","6/9/2022","7.79","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","I G BEZERRA SOUSA COMBUSTIVEIS LTDA"," 03.929.849/0002-13","RUA TREZE DE MAIO","378","","CENTRO","63500-144","DIESEL","6/9/2022","7.59","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","I G BEZERRA SOUSA COMBUSTIVEIS LTDA"," 03.929.849/0002-13","RUA TREZE DE MAIO","378","","CENTRO","63500-144","GASOLINA ADITIVADA","6/9/2022","7.55","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","I G BEZERRA SOUSA COMBUSTIVEIS LTDA"," 03.929.849/0002-13","RUA TREZE DE MAIO","378","","CENTRO","63500-144","ETANOL","6/9/2022","6.19","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","MENDONCA & ALEXANDRE COMBUSTIVEIS LTDA"," 32.574.783/0001-03","RUA JULIO CAVALCANTE","50","","FLORES","63500-494","GASOLINA","6/9/2022","7.59","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","MENDONCA & ALEXANDRE COMBUSTIVEIS LTDA"," 32.574.783/0001-03","RUA JULIO CAVALCANTE","50","","FLORES","63500-494","DIESEL S10","6/9/2022","7.49","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","MENDONCA & ALEXANDRE COMBUSTIVEIS LTDA"," 32.574.783/0001-03","RUA JULIO CAVALCANTE","50","","FLORES","63500-494","DIESEL","6/9/2022","7.19","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","MENDONCA & ALEXANDRE COMBUSTIVEIS LTDA"," 32.574.783/0001-03","RUA JULIO CAVALCANTE","50","","FLORES","63500-494","GASOLINA ADITIVADA","6/9/2022","7.6","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","MENDONCA & ALEXANDRE COMBUSTIVEIS LTDA"," 32.574.783/0001-03","RUA JULIO CAVALCANTE","50","","FLORES","63500-494","ETANOL","6/9/2022","6.19","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO DLX DERIVADOS DE PETROLEO LTDA"," 24.873.348/0001-51","RUA OSCAR FRANCA","2469","","GRANJA LISBOA","60540-375","GASOLINA","6/9/2022","7.19","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DLX DERIVADOS DE PETROLEO LTDA"," 24.873.348/0001-51","RUA OSCAR FRANCA","2469","","GRANJA LISBOA","60540-375","DIESEL S10","6/9/2022","6.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DLX DERIVADOS DE PETROLEO LTDA"," 24.873.348/0001-51","RUA OSCAR FRANCA","2469","","GRANJA LISBOA","60540-375","GASOLINA ADITIVADA","6/9/2022","7.29","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DLX DERIVADOS DE PETROLEO LTDA"," 24.873.348/0001-51","RUA OSCAR FRANCA","2469","","GRANJA LISBOA","60540-375","ETANOL","6/9/2022","6.09","","R$ / litro","RAIZEN",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","GASOLINA","6/9/2022","7.59","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","DIESEL S10","6/9/2022","7.59","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","DIESEL","6/9/2022","7.49","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","GASOLINA ADITIVADA","6/9/2022","7.59","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","ETANOL","6/9/2022","6.09","","R$ / litro","BRANCA",""
"NE","CE","CRATO","MYKAEL H BRASIL COMERCIO DE COMBUSTIVEIS"," 33.202.307/0001-24","AVENIDA PADRE CICERO","4455","","MURITI","63132-015","GASOLINA","6/9/2022","7.69","","R$ / litro","ALESAT",""
"NE","CE","CRATO","MYKAEL H BRASIL COMERCIO DE COMBUSTIVEIS"," 33.202.307/0001-24","AVENIDA PADRE CICERO","4455","","MURITI","63132-015","DIESEL S10","6/9/2022","7.55","","R$ / litro","ALESAT",""
"NE","CE","CRATO","MYKAEL H BRASIL COMERCIO DE COMBUSTIVEIS"," 33.202.307/0001-24","AVENIDA PADRE CICERO","4455","","MURITI","63132-015","GASOLINA ADITIVADA","6/9/2022","7.7","","R$ / litro","ALESAT",""
"NE","CE","CRATO","MYKAEL H BRASIL COMERCIO DE COMBUSTIVEIS"," 33.202.307/0001-24","AVENIDA PADRE CICERO","4455","","MURITI","63132-015","ETANOL","6/9/2022","6.19","","R$ / litro","ALESAT",""
"NE","CE","CANINDE","POSTO SIM LTDA"," 04.369.988/0002-00","RUA EUCLIDES BARROSO","1120","","SANTA LUZIA","62700-000","GASOLINA","6/13/2022","7.44","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CANINDE","POSTO SIM LTDA"," 04.369.988/0002-00","RUA EUCLIDES BARROSO","1120","","SANTA LUZIA","62700-000","ETANOL","6/13/2022","6.87","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CANINDE","POSTO SIM LTDA"," 04.369.988/0002-00","RUA EUCLIDES BARROSO","1120","","SANTA LUZIA","62700-000","GASOLINA ADITIVADA","6/13/2022","7.49","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CANINDE","POSTO SIM LTDA"," 04.369.988/0002-00","RUA EUCLIDES BARROSO","1120","","SANTA LUZIA","62700-000","DIESEL S10","6/13/2022","7.59","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CANINDE","POSTO SIM LTDA"," 04.369.988/0001-11","RUA JOAQUIM MAGALHÃES","466","","CENTRO","62700-000","GASOLINA","6/13/2022","7.78","","R$ / litro","BRANCA",""
"NE","CE","CANINDE","POSTO SIM LTDA"," 04.369.988/0001-11","RUA JOAQUIM MAGALHÃES","466","","CENTRO","62700-000","ETANOL","6/13/2022","6.87","","R$ / litro","BRANCA",""
"NE","CE","CANINDE","POSTO SIM LTDA"," 04.369.988/0001-11","RUA JOAQUIM MAGALHÃES","466","","CENTRO","62700-000","GASOLINA ADITIVADA","6/13/2022","7.82","","R$ / litro","BRANCA",""
"NE","CE","CANINDE","POSTO SIM LTDA"," 04.369.988/0001-11","RUA JOAQUIM MAGALHÃES","466","","CENTRO","62700-000","DIESEL S10","6/13/2022","7.59","","R$ / litro","BRANCA",""
"NE","CE","CANINDE","J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA"," 07.110.141/0002-97","AVENIDA PERIMETRAL","S N","","CANINDEZINHO","62700-000","GASOLINA","6/13/2022","7.78","","R$ / litro","BRANCA",""
"NE","CE","CANINDE","J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA"," 07.110.141/0002-97","AVENIDA PERIMETRAL","S N","","CANINDEZINHO","62700-000","ETANOL","6/13/2022","6.59","","R$ / litro","BRANCA",""
"NE","CE","CANINDE","J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA"," 07.110.141/0002-97","AVENIDA PERIMETRAL","S N","","CANINDEZINHO","62700-000","DIESEL S10","6/13/2022","7.59","","R$ / litro","BRANCA",""
"NE","CE","CANINDE","POSTO ESTRELA COMERCIO DE COMBUSTIVEIS LTDA"," 35.017.201/0001-86","AVENIDA LUCIANO MAGALHAES","105","","BELA VISTA","62700-000","GASOLINA","6/13/2022","7.49","","R$ / litro","RAIZEN",""
"NE","CE","CANINDE","POSTO ESTRELA COMERCIO DE COMBUSTIVEIS LTDA"," 35.017.201/0001-86","AVENIDA LUCIANO MAGALHAES","105","","BELA VISTA","62700-000","ETANOL","6/13/2022","6.6","","R$ / litro","RAIZEN",""
"NE","CE","CANINDE","POSTO ESTRELA COMERCIO DE COMBUSTIVEIS LTDA"," 35.017.201/0001-86","AVENIDA LUCIANO MAGALHAES","105","","BELA VISTA","62700-000","GASOLINA ADITIVADA","6/13/2022","7.69","","R$ / litro","RAIZEN",""
"NE","CE","CRATEUS","L G OLIVEIRA - EPP"," 41.405.226/0001-50","AVENIDA EDILBERTO FROTA","1452","","FATIMA I","63700-000","GASOLINA","6/13/2022","7.75","","R$ / litro","SP",""
"NE","CE","CRATEUS","L G OLIVEIRA - EPP"," 41.405.226/0001-50","AVENIDA EDILBERTO FROTA","1452","","FATIMA I","63700-000","ETANOL","6/13/2022","6.79","","R$ / litro","SP",""
"NE","CE","CRATEUS","L G OLIVEIRA - EPP"," 41.405.226/0001-50","AVENIDA EDILBERTO FROTA","1452","","FATIMA I","63700-000","GASOLINA ADITIVADA","6/13/2022","7.96","","R$ / litro","SP",""
"NE","CE","CRATEUS","L G OLIVEIRA - EPP"," 41.405.226/0001-50","AVENIDA EDILBERTO FROTA","1452","","FATIMA I","63700-000","DIESEL S10","6/13/2022","7.69","","R$ / litro","SP",""
"NE","CE","ITAPIPOCA","SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA."," 01.632.155/0002-94","AVENIDA MONSENHOR TABOSA","2771","","JULHO","62505-650","GASOLINA","6/13/2022","7.89","","R$ / litro","ALESAT",""
"NE","CE","ITAPIPOCA","SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA."," 01.632.155/0002-94","AVENIDA MONSENHOR TABOSA","2771","","JULHO","62505-650","ETANOL","6/13/2022","6.63","","R$ / litro","ALESAT",""
"NE","CE","ITAPIPOCA","SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA."," 01.632.155/0002-94","AVENIDA MONSENHOR TABOSA","2771","","JULHO","62505-650","GASOLINA ADITIVADA","6/13/2022","7.89","","R$ / litro","ALESAT",""
"NE","CE","ITAPIPOCA","SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA."," 01.632.155/0002-94","AVENIDA MONSENHOR TABOSA","2771","","JULHO","62505-650","DIESEL S10","6/13/2022","7.79","","R$ / litro","ALESAT",""
"NE","CE","ITAPIPOCA","COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA"," 23.463.268/0005-99","AVENIDA ANASTACIO BRAGA","2000","","FAZENDINHA","62500-000","ETANOL","6/13/2022","6.63","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","ITAPIPOCA","COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA"," 23.463.268/0005-99","AVENIDA ANASTACIO BRAGA","2000","","FAZENDINHA","62500-000","GASOLINA ADITIVADA","6/13/2022","7.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","ITAPIPOCA","COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA"," 23.463.268/0005-99","AVENIDA ANASTACIO BRAGA","2000","","FAZENDINHA","62500-000","DIESEL S10","6/13/2022","7.79","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","ITAPIPOCA","EMPRESA DE COMBUSTIVEIS SAO CRISTOVAO LTDA"," 04.575.419/0001-22","AVENIDA ANASTACIO BRAGA","4445","RODOVIA CE - 354","CACIMBAS","62500-001","GASOLINA","6/13/2022","7.89","","R$ / litro","SP",""
"NE","CE","ITAPIPOCA","EMPRESA DE COMBUSTIVEIS SAO CRISTOVAO LTDA"," 04.575.419/0001-22","AVENIDA ANASTACIO BRAGA","4445","RODOVIA CE - 354","CACIMBAS","62500-001","ETANOL","6/13/2022","6.61","","R$ / litro","SP",""
